tid,gender,tDept,Enroll,Evals Made,Eval/Enroll,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received,rEasy,rHelpful,rInterest,rOverall,rWouldTakeAgain,rmp Grade,sentimentValue,teacherRatingTags,rmp Evals/Enroll,rmp Evals
94841,1.0,HUM,3015,1659,0.5502487562189055,0.8069125979505727,0.8926100060277278,4.774189270644968,3.219399999999999,3.0327064496684755,2.7045454545454546,4.318181818181818,3.84375,4.375,0.75,3.333333333333333,0.2809954216133193,"Graded by few things,Hilarious,Accessible outside class,Get ready to read,Inspirational,Lecture heavy,Respected,",0.014593698175787729,44.0
95217,1.0,SE,1549,724,0.4673983214977405,0.7916270718232045,0.9434958563535908,10.007058011049722,3.169171270718232,2.9005147058823533,3.7777777777777777,4.2222222222222205,4.047619047619048,4.148148148148148,1.0,3.9,0.2171451947033957,"Amazing lectures,""Skip class? You won t pass."",Hilarious,Respected,Inspirational,Tough grader,Lots of homework,Caring,Participation matters,",0.017430600387346677,27.0
95465,1.0,SOCI,516,294,0.5697674418604651,0.9652108843537416,0.9790884353741496,3.790680272108844,3.5304761904761897,3.3021088435374155,2.761904761904762,4.333333333333333,4.0,4.476190476190476,,,0.2525778024885168,,0.040697674418604654,21.0
96066,1.0,MATH,13,5,0.38461538461538464,0.8,0.8,7.7,3.4,,3.060606060606061,2.636363636363636,2.8571428571428568,2.409090909090909,,,0.015548809986309971,,2.5384615384615383,33.0
96464,1.0,MATH,567,225,0.3968253968253968,0.77104,0.3678044444444444,6.399777777777778,3.1360888888888887,2.778888888888889,3.5849056603773586,2.037735849056604,2.645833333333333,1.9716981132075468,,2.7,0.0038134440681610532,,0.09347442680776014,53.0
97499,-1.0,HDP,3946,2405,0.609477952356817,0.9651862785862786,0.9809671517671515,2.6745654885654893,3.6897006237006233,3.4484008097165986,1.8793103448275863,4.4827586206896575,4.229166666666667,4.568965517241379,,4.0,0.3002294042050816,"Hilarious,Gives good feedback,Respected,",0.01469842878864673,58.0
101822,1.0,CHEM,175,137,0.7828571428571428,0.6124160583941605,0.8045839416058393,11.745328467153284,3.1557664233576643,,3.752475247524752,2.6633663366336635,2.7972972972972974,2.712871287128713,,2.8000000000000003,-0.04485979003748612,,0.5828571428571429,102.0
102350,-1.0,VIS,2055,1020,0.4963503649635037,0.6909009803921571,0.4810274509803922,5.27057843137255,3.3393921568627456,3.1975695284159613,3.1590909090909087,2.136363636363636,3.1666666666666665,1.8409090909090908,0.0,3.7,0.004107096028971025,"""Skip class? You won t pass."",Tough grader,Gives good feedback,",0.021411192214111918,44.0
102823,1.0,VIS,518,250,0.4826254826254826,0.9718599999999998,0.915664,5.575120000000003,3.882,3.935604395604397,1.7777777777777777,2.1111111111111107,3.5,2.3888888888888893,0.0,,0.1482410799077466,,0.017374517374517374,9.0
102890,-1.0,DOC,2763,1600,0.579080709373869,0.9150893749999996,0.9131500000000004,5.0860125,3.313030682529744,2.911539634146341,2.7906976744186047,3.651162790697674,3.548387096774193,3.918604651162792,,1.85,0.12848958857679788,,0.015562794064422729,43.0
103722,1.0,POLI,59,28,0.4745762711864407,0.893,0.7145714285714286,4.8585714285714285,3.872857142857143,3.5785714285714283,2.833333333333333,4.666666666666667,4.666666666666667,4.75,,4.0,0.4418121693121693,"Get ready to read,Amazing lectures,Participation matters,",0.1016949152542373,6.0
103728,,CGS,13,4,0.3076923076923077,1.0,1.0,6.0,3.33,,3.4285714285714284,1.5714285714285714,3.2857142857142856,1.7857142857142858,,,-0.17088529856386994,,0.5384615384615384,7.0
103771,1.0,HUM,2747,2122,0.7724790680742628,0.7321456173421301,0.9431875589066916,7.053642789820922,3.0833553251649386,3.0169651272384543,3.321428571428572,4.267857142857143,3.1621621621621623,4.357142857142857,0.5714285714285714,3.563636363636364,0.2939539737296433,"Lecture heavy,Get ready to read,Amazing lectures,So many papers,Respected,Caring,""Skip class? You won t pass."",Hilarious,Lots of homework,Inspirational,",0.02038587550054605,56.0
103773,-1.0,TWS,380,254,0.6684210526315789,0.7660433070866142,0.7612992125984253,3.57003937007874,3.4891338582677163,3.1114960629921264,2.44,3.84,3.2666666666666666,3.82,1.0,4.0,0.1375748360225633,"Respected,Gives good feedback,Inspirational,",0.06578947368421052,25.0
104038,1.0,CHEM,896,458,0.5111607142857143,0.9010458515283843,0.9799257641921398,3.2007860262008734,3.712292576419214,3.1786062717770034,1.74468085106383,4.446808510638298,3.171428571428572,4.457446808510638,,3.5,0.27425592231842244,"Caring,Inspirational,",0.05245535714285714,47.0
105205,-1.0,VIS,1325,664,0.5011320754716981,0.7605421686746988,0.7014969879518073,3.2475451807228914,3.6255722891566267,3.3997631133671744,2.3541666666666665,3.0,3.024390243902439,3.15625,1.0,3.5666666666666664,0.04346145921015713,"Clear grading criteria,Caring,Respected,Amazing lectures,Inspirational,",0.03622641509433962,48.0
105578,-1.0,CGS,354,168,0.4745762711864407,0.6128392857142857,0.42744642857142856,4.501190476190477,3.3436309523809524,3.314285714285714,2.6,2.342857142857143,2.8260869565217392,2.4,0.0,1.5,-0.15843164210128494,,0.09887005649717516,35.0
105784,1.0,MATH,16431,7312,0.44501247641652975,0.8572525984682712,0.8670079321663023,6.508990700218817,3.214954868708971,2.597856936416185,2.8382352941176467,3.9632352941176467,3.1761658031088085,3.990808823529412,0.375,3.3428571428571434,0.22165057426409834,"Test heavy,Tough grader,Get ready to read,Graded by few things,""Skip class? You won t pass."",Amazing lectures,Clear grading criteria,Respected,Gives good feedback,Lots of homework,Participation matters,Accessible outside class,Hilarious,Caring,Lecture heavy,Inspirational,",0.016554074615056903,272.0
106136,1.0,COGS,35,10,0.2857142857142857,1.0,1.0,6.3,3.225,,2.4,5.0,5.0,4.9,,,0.3167738095238095,,0.14285714285714285,5.0
110483,1.0,ECON,3095,1086,0.3508885298869144,0.8952348066298342,0.8993747697974216,5.9716390423572765,3.3604051565377526,2.931384015594542,3.727272727272727,4.045454545454546,4.157894736842104,4.068181818181818,0.8333333333333334,3.85,0.2252050521027793,"Caring,Test heavy,Hilarious,Clear grading criteria,Get ready to read,Lecture heavy,Gives good feedback,Respected,Tough grader,Inspirational,Amazing lectures,",0.007108239095315024,22.0
111768,-1.0,PSYC,2737,1197,0.4373401534526854,0.8987059314954051,0.91953216374269,4.5608354218880525,3.358108108108108,2.9638899082568813,2.6153846153846154,4.269230769230768,4.363636363636363,4.326923076923077,0.6666666666666666,3.6625,0.20964976161404728,"Lecture heavy,Test heavy,""Skip class? You won t pass."",Inspirational,Caring,Graded by few things,Respected,Amazing lectures,Tough grader,Hilarious,Clear grading criteria,",0.009499451954694921,26.0
111772,1.0,PSYC,2849,1387,0.4868374868374869,0.8790735400144196,0.9021189617880316,3.9880749819754864,3.3053785147801014,2.8547728911319394,2.8617021276595747,3.8829787234042548,3.691176470588237,3.941489361702128,,3.85,0.2152760717974088,,0.032994032994032994,94.0
118866,1.0,MAE,857,370,0.4317386231038505,0.7981972972972973,0.756954054054054,5.479378378378379,3.4519729729729725,3.2341621621621623,1.8571428571428568,3.1904761904761907,3.7777777777777777,3.0476190476190474,0.25,3.34,0.14494787729906775,"Graded by few things,Tough grader,""Skip class? You won t pass."",Test heavy,Get ready to read,Hilarious,Amazing lectures,Inspirational,",0.024504084014002333,21.0
122308,1.0,CSE,10362,4436,0.42810268287975295,0.8827204688908931,0.7877759242560863,7.555879170423808,3.4304463480613165,3.144814984010964,3.0128205128205128,2.91025641025641,3.6415094339622636,3.0,,,0.01970509516938088,"Respected,",0.007527504342790966,78.0
125636,1.0,MATH,4151,1650,0.3974945796193689,0.8601800000000001,0.7586654545454543,6.74039393939394,3.3585878787878785,2.9245692405871098,3.0,2.684931506849315,2.925,2.7739726027397262,0.3809523809523809,3.1928571428571435,0.10777951002302766,"Lots of homework,Clear grading criteria,Amazing lectures,Gives good feedback,Tough grader,Graded by few things,Get ready to read,Test heavy,Lecture heavy,Inspirational,Respected,Hilarious,""Skip class? You won t pass."",",0.017586123825584197,73.0
126329,1.0,CAT,4417,2823,0.6391215757301336,0.8630340063761955,0.9167123627346794,3.5436131774707764,3.5707930549038003,3.3745814781834373,1.8823529411764703,4.03921568627451,3.4054054054054053,4.088235294117647,0.7777777777777778,3.6,0.203980971168694,"Get ready to read,""Skip class? You won t pass."",Lots of homework,Clear grading criteria,Gives good feedback,Respected,Accessible outside class,Beware of pop quizzes,Tough grader,Caring,Participation matters,So many papers,Inspirational,Amazing lectures,",0.011546298392574143,51.0
126636,1.0,PHYS,3551,1832,0.5159110109828218,0.7535960698689956,0.5505807860262008,6.769066593886462,3.0597346600331674,2.5327761542957337,4.140845070422535,2.647887323943662,2.9696969696969697,2.7394366197183104,,,0.019043336619040858,,0.01999436778372289,71.0
126644,1.0,MATH,1347,629,0.4669636228656273,0.8782607313195551,0.8846438791732909,6.618410174880762,3.2650556438791734,3.1632764505119453,4.0,4.25,4.066666666666666,4.083333333333333,0.5,3.0,0.06745483605900275,"Graded by few things,Tough grader,Caring,""Skip class? You won t pass."",Accessible outside class,Test heavy,Lots of homework,Get ready to read,EXTRA CREDIT,Inspirational,Gives good feedback,Clear grading criteria,",0.017817371937639197,24.0
128092,1.0,CHEM,1354,962,0.7104874446085672,0.8337837837837838,0.931535343035343,6.882307692307693,3.2094490644490645,2.6428588098016337,2.717741935483871,3.741935483870968,3.486238532110092,3.72983870967742,,3.675,0.2418274365208168,,0.0915805022156573,124.0
128225,-1.0,COGS,6693,3159,0.471985656656208,0.8545713833491612,0.8970993985438435,5.582082937638494,3.3086609686609685,3.011228680821442,3.2452830188679247,4.188679245283018,3.58974358974359,4.254716981132075,0.7692307692307693,3.033333333333333,0.20280666921968585,"""Skip class? You won t pass."",Test heavy,EXTRA CREDIT,Amazing lectures,Lecture heavy,Tough grader,Respected,Participation matters,Graded by few things,Get ready to read,Hilarious,Caring,Clear grading criteria,Inspirational,",0.007918721051845212,53.0
128775,1.0,PSYC,5105,2148,0.4207639569049951,0.9507807262569832,0.9653677839851024,4.271494413407821,3.4749534450651764,2.815921787709497,2.719298245614035,4.087719298245614,4.2,4.271929824561403,,4.0,0.20066058665181474,"Amazing lectures,""Skip class? You won t pass."",Respected,",0.011165523996082272,57.0
133941,,ECON,504,252,0.5,0.64,0.565,4.6,3.07,3.215,3.3846153846153846,2.8461538461538463,3.5,2.8076923076923075,,,0.04417277167277167,,0.025793650793650792,13.0
133976,1.0,ECON,13711,4271,0.3115017139523011,0.8712823694685088,0.8431880121751351,4.8654998829314025,3.4219573870287983,2.8162110311750594,2.738636363636364,3.25,3.1515151515151514,3.5170454545454546,0.5833333333333334,3.408333333333333,0.12982436806970085,"Tough grader,So many papers,Respected,Caring,Graded by few things,Lecture heavy,Test heavy,Inspirational,Clear grading criteria,Hilarious,Accessible outside class,Get ready to read,",0.0064182043614616005,88.0
134001,1.0,POLI,6158,2190,0.35563494641117244,0.9052360730593608,0.9306410958904112,5.019232876712329,3.5186894977168945,3.213493182886694,2.9012345679012346,4.395061728395062,4.018518518518518,4.27777777777778,0.7777777777777778,3.673333333333334,0.20603320180701126,"Tough grader,Get ready to read,Test heavy,Amazing lectures,Accessible outside class,Gives good feedback,Graded by few things,Lecture heavy,Respected,Hilarious,Clear grading criteria,Caring,",0.013153621305618708,81.0
134453,1.0,POLI,18,4,0.2222222222222222,1.0,1.0,8.0,4.0,,2.421052631578948,3.3684210526315788,4.285714285714286,3.4210526315789487,,3.35,0.15448934837092732,,1.0555555555555556,19.0
134548,1.0,POLI,1212,572,0.4719471947194721,0.8418706293706295,0.8739265734265735,5.95131118881119,3.2865559440559444,3.0463913824057447,3.391891891891892,3.6216216216216215,3.8620689655172415,3.783783783783784,0.5,3.516666666666667,0.1630227629749689,"Graded by few things,Tough grader,Lecture heavy,""Skip class? You won t pass."",Amazing lectures,Get ready to read,Hilarious,Inspirational,",0.06105610561056106,74.0
138434,1.0,CSE,1388,772,0.5561959654178674,0.7033108808290156,0.7538471502590671,3.211243523316062,3.5580569948186516,3.0553989361702127,3.789473684210527,2.631578947368421,3.333333333333333,2.9473684210526314,,2.3,-0.04019134009265589,,0.013688760806916429,19.0
140154,1.0,CHEM,9716,4739,0.4877521613832853,0.7915458957585989,0.5621175353450094,7.194646549905043,3.0487275796581548,2.699562391681109,2.888349514563106,3.674757281553398,2.923566878980892,3.3470873786407767,0.4583333333333333,3.279310344827586,0.12137252204953305,"Tough grader,Respected,""Skip class? You won t pass."",Test heavy,Lots of homework,EXTRA CREDIT,Caring,Get ready to read,Clear grading criteria,Participation matters,Lecture heavy,Accessible outside class,Hilarious,Amazing lectures,Graded by few things,Gives good feedback,Beware of pop quizzes,Inspirational,",0.021202140798682587,206.0
142074,1.0,VIS,2012,888,0.44135188866799197,0.7928074324324323,0.7678153153153152,3.883862612612612,3.445906976744185,3.3768306010928963,3.4022988505747125,3.183908045977012,4.0588235294117645,3.1436781609195403,,3.333333333333333,0.18795131217760527,,0.043240556660039765,87.0
142093,,VIS,337,159,0.4718100890207715,0.948270440251572,0.9411949685534592,4.673018867924528,3.715723270440252,3.2860810810810808,2.272727272727273,4.818181818181818,4.454545454545454,4.636363636363637,,4.0,0.2690816798941799,"Caring,Respected,Gives good feedback,",0.032640949554896145,11.0
142304,1.0,CAT,469,234,0.4989339019189765,0.934846153846154,0.9088589743589744,5.837991452991452,3.59931623931624,3.2679591836734687,2.5454545454545454,4.0,4.166666666666667,3.6818181818181817,1.0,3.7,0.1713023088023088,"Gives good feedback,Caring,",0.023454157782516,11.0
146674,1.0,PHYS,2851,1119,0.3924938618028762,0.6994092940125112,0.5093985701519214,6.103932082216263,3.2274441465594284,3.1316881918819184,3.347826086956522,2.0434782608695654,2.9642857142857144,1.9782608695652173,0.21428571428571427,3.8818181818181823,-0.03356304112554113,"""Skip class? You won t pass."",Lecture heavy,EXTRA CREDIT,Participation matters,Tough grader,Test heavy,Get ready to read,Lots of homework,Hilarious,Clear grading criteria,",0.016134689582602595,46.0
147413,-1.0,INTL,972,470,0.4835390946502058,0.9170468085106384,0.9346021276595744,5.04304255319149,3.5047659574468084,3.189273607748184,2.6222222222222222,3.644444444444445,3.809523809523808,3.7777777777777777,0.7777777777777778,3.88,0.06730238429266208,"Get ready to read,Accessible outside class,Caring,Clear grading criteria,Graded by few things,Lecture heavy,Inspirational,Amazing lectures,So many papers,",0.04629629629629629,45.0
148569,,PSYC,3050,1296,0.4249180327868852,0.9065069444444444,0.8410393518518521,4.354405864197531,3.450439814814815,2.9125,3.1777777777777776,2.7777777777777777,4.2,3.1222222222222222,0.6666666666666666,3.94,0.1930636189941745,"Participation matters,Graded by few things,""Skip class? You won t pass."",Respected,",0.014754098360655738,45.0
148742,1.0,COGS,5090,2476,0.4864440078585462,0.9080432148626818,0.9059390145395799,4.924523424878838,3.3687947882736164,2.9472290292177195,3.4745762711864407,3.101694915254237,3.9,3.1440677966101696,0.2,3.4909090909090903,0.15844820222150735,"""Skip class? You won t pass."",Test heavy,Tough grader,Lecture heavy,Get ready to read,Graded by few things,Gives good feedback,Clear grading criteria,Respected,",0.011591355599214143,59.0
149129,,CHEM,513,293,0.5711500974658871,0.8650170648464163,0.7253959044368601,5.788737201365187,3.09382252559727,2.616313993174061,3.8,3.8,2.8,3.8666666666666663,,,0.12590590428090428,,0.029239766081871343,15.0
151976,-1.0,MATH,522,276,0.5287356321839081,0.7541521739130436,0.6985398550724637,5.6837318840579725,3.4179347826086963,3.3374895397489537,2.55,3.55,3.1,3.4,,,0.18635275106837607,,0.038314176245210725,20.0
154638,1.0,ECE,1262,492,0.3898573692551506,0.7771565040650407,0.6924065040650408,8.253556910569104,3.2128861788617904,2.811786492374728,4.083333333333333,2.833333333333333,2.9,2.458333333333333,0.0,3.2,-0.10849742798353906,"Lecture heavy,Caring,Tough grader,",0.009508716323296357,12.0
155208,1.0,MATH,2364,971,0.4107445008460237,0.7885190525231719,0.7619989701338826,6.105849639546856,3.2741709577754885,2.9257782515991466,2.9344262295081966,3.1311475409836067,2.980392156862745,2.9754098360655736,0.7142857142857143,3.8571428571428568,0.20288518882832404,"Inspirational,Amazing lectures,Caring,Respected,Gives good feedback,",0.025803722504230117,61.0
155237,1.0,MUS,1398,769,0.550071530758226,0.9530923276983096,0.9664681404421328,1.869401820546164,3.8834093959731537,3.760288924558588,1.2592592592592593,4.388888888888889,4.357142857142857,4.527777777777779,1.0,4.0,0.2628472957084069,"Lecture heavy,Graded by few things,""Skip class? You won t pass."",Amazing lectures,Participation matters,Respected,Inspirational,",0.03862660944206009,54.0
155630,,MATH,880,430,0.4886363636363637,0.7995325581395348,0.6003255813953488,6.452558139534882,3.1600465116279066,2.5051105651105647,3.1194029850746268,3.044776119402985,3.204081632653061,2.880597014925373,,4.0,0.0667266949369828,,0.07613636363636364,67.0
155636,-1.0,ECON,9533,4633,0.4859960138466379,0.929871573494496,0.9636777466004748,4.759106410533131,3.438856032808116,2.7881480682063455,2.3219178082191783,4.321917808219179,3.9568965517241375,4.410958904109589,0.9411764705882352,3.548484848484849,0.2754972658295595,"Respected,Caring,Amazing lectures,Clear grading criteria,""Skip class? You won t pass."",Participation matters,Graded by few things,Lecture heavy,Gives good feedback,Lots of homework,Tough grader,Inspirational,Get ready to read,Test heavy,Accessible outside class,",0.0153152208119165,146.0
155811,1.0,BENG,127,34,0.2677165354330709,0.853,0.706,4.7,3.92,3.89,2.0,2.5,1.6666666666666667,2.6666666666666665,,,-0.012857142857142864,,0.047244094488188976,6.0
156167,1.0,MATH,1648,810,0.491504854368932,0.8368395061728394,0.7186358024691357,6.623765432098768,3.168271604938272,3.0156803170409514,3.098360655737705,3.39344262295082,3.4390243902439024,3.4262295081967213,1.0,2.5,0.15344955496082546,"Lecture heavy,Lots of homework,Test heavy,Caring,Hilarious,",0.037014563106796114,61.0
